,source,target,direction,intensity,lang_usage
0,1,36,out,0,0
1,1,35,in,4,0
2,1,3,out,3,0
3,1,33,out,1,0
4,1,23,out,2,0
5,1,40,in,3,0
6,1,21,out,1,0
7,1,15,in,3,0
8,1,29,out,0,0
9,1,4,out,1,0
10,1,18,out,4,0
11,1,8,out,5,2
12,1,6,out,2,0
13,1,12,out,2,0
14,1,2,in,3,0
15,1,11,in,4,0
16,1,26,out,3,0
17,1,30,in,5,4
18,1,28,out,2,0
19,1,32,out,2,0
20,1,10,in,4,0
21,1,7,out,1,0
22,1,16,out,0,0
23,1,39,out,3,0
24,1,38,out,1,0
25,1,24,out,4,0
26,1,34,out,4,0
27,1,27,out,3,0
28,1,25,out,4,0
29,1,20,out,1,0
30,1,31,out,3,0
31,1,17,out,0,0
32,1,22,out,1,0
33,1,19,out,3,0
34,1,14,in,5,3
35,1,37,out,0,0
36,1,5,out,3,0
37,1,41,out,2,0
38,1,13,out,1,0
39,2,36,in,1,0
40,2,1,out,3,5
41,2,35,in,4,2
42,2,3,in,2,0
43,2,33,in,3,0
44,2,23,out,1,0
45,2,40,out,2,0
46,2,15,in,4,1
47,2,29,out,3,1
48,2,9,in,1,0
49,2,4,in,5,0
50,2,18,in,1,0
51,2,8,out,0,0
52,2,6,in,5,3
53,2,12,out,1,0
54,2,11,in,2,0
55,2,30,out,3,4
56,2,28,in,5,3
57,2,10,out,2,0
58,2,7,out,0,0
59,2,16,out,2,0
60,2,39,out,4,3
61,2,24,in,1,0
62,2,27,out,1,0
63,2,25,in,2,0
64,2,20,out,1,0
65,2,31,out,3,2
66,2,17,in,1,0
67,2,22,out,1,0
68,2,19,out,3,3
69,2,14,in,3,3
70,2,37,in,4,0
71,2,5,in,1,0
72,2,13,in,0,0
73,3,36,out,2,5
74,3,1,out,2,6
75,3,35,out,5,4
76,3,33,in,3,4
77,3,23,out,1,3
78,3,40,out,4,8
79,3,21,out,4,7
80,3,15,in,5,3
81,3,29,in,0,5
82,3,9,in,1,4
