,metric_TLuseoutofclass,metric_Gender,metric_postsojournOPI,metric_presojournOPI,metric_level gained,metric_FLcumulativecompetence,metric_general_cumulativecompet,context_learningoutofclassminday,psycho_motivationdegree,psycho_proficiencyingroup_BAL1,interact_classmates,interaction_groupintegration,improv_reading,improv_writing,improv_overall,improv_pron,improv_listening,improv_voc,improv_cult,improv_gmr,in_degree_weighted,in_degree,out_degree_weighted,out_degree,degree_weighted,degree,betweenness_weighted,betweenness,closeness,pagerank_weighhted,pagerank,voterank,clustering_coefficient
1,0.8,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,6.0,12.0,0.08333333333333333,1.0,0.3333333333333333,0.7,0.8,0.6,0.6,0.8,0.6,1.0,1.0,1.0,0.8,1.0,1,1.4000000000000001,3,2.4000000000000004,4,0.006401137980085349,0.012446657183499289,0.02631578947368421,0.016681282367533263,0.0108184434464054,8.0,0.0
2,0.9473684210526315,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,3.0,9.0,0.14583333333333334,0.8,0.6666666666666666,0.7,,0.6,0.6,0.4,0.6,0.4,0.6,0.8,0.4,0.8,2,1.0,1,1.8,3,0.01422475106685633,0.018669985775248935,0.17087482219061165,0.011114318802782007,0.015186982146062677,,0.0
3,1.0,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,6.0,12.0,0.125,0.8,0.6666666666666666,0.5,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.8,0.8,2,0.0,0,0.8,2,0.0,0.0,0.179357969391564,0.011783133175137819,0.015234189050047467,,0.5
4,0.2,female,0.6363636363636364,0.6363636363636364,0.0,3.0,9.0,0.0625,0.6,1.0,0.9,0.8,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,1.0,1,0.8,2,1.8,3,0.05867709815078236,0.07964167174693491,0.15280135823429541,0.013093919932325827,0.011270445339946332,23.0,0.16666666666666666
5,0.5555555555555556,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,5.0,11.0,0.20833333333333334,1.0,0.6666666666666666,0.6,1.0,0.8,1.0,1.0,0.6,0.6,1.0,1.0,0.8,1.4,2,2.2,3,3.6,5,0.10976766239924136,0.09520422678317414,0.19573727707699,0.014107245763547514,0.018232825566302492,10.0,0.25
6,0.3333333333333333,female,0.6363636363636364,0.45454545454545453,0.18181818181818182,8.0,14.0,0.08333333333333333,0.8,1.0,0.5,0.4,0.6,0.8,0.6,0.6,0.8,0.4,1.0,0.4,1.5999999999999999,3,0.0,0,1.5999999999999999,3,0.0,0.0,0.2514136581122227,0.028703173566662295,0.038931468020693395,,0.16666666666666666
7,0.3333333333333333,male,0.6363636363636364,0.45454545454545453,0.18181818181818182,6.0,12.0,0.24305555555555555,1.0,0.3333333333333333,0.75,0.6,0.8,0.6,0.6,0.6,0.4,0.8,0.4,0.4,1.4,2,2.8,4,4.199999999999999,6,0.012920815552394499,0.01588430535798957,0.05263157894736842,0.013687462967152248,0.012750777131123693,5.0,0.15384615384615385
8,0.21052631578947367,female,0.7272727272727273,0.36363636363636365,0.36363636363636365,8.5,14.5,0.052083333333333336,0.8,1.0,0.75,0.6,0.2,0.8,0.8,0.6,0.4,0.6,1.0,0.0,0.8,1,1.2,2,2.0,3,0.007112375533428165,0.00604551920341394,0.02631578947368421,0.014507466655322973,0.009742912209044281,22.0,0.0
9,0.9473684210526315,female,0.45454545454545453,0.36363636363636365,0.09090909090909091,3.0,9.0,0.125,0.6,0.6666666666666666,0.6,0.8,0.6,0.6,0.6,0.6,0.4,0.8,0.8,0.4,1.4,2,3.0,5,4.4,7,0.030464675201517306,0.037285782022624135,0.20594965675057209,0.042569054065497665,0.03327042233960303,6.0,0.39473684210526316
10,,female,0.7272727272727273,0.6363636363636364,0.09090909090909091,7.0,13.0,0.1388888888888889,1.0,1.0,0.75,0.8,0.6,1.0,0.6,0.8,0.6,0.8,0.8,0.8,1.2000000000000002,3,1.0,2,2.2,5,0.040066382171645334,0.04587482219061167,0.17543859649122806,0.035063933191367566,0.040109198840452186,14.0,0.05555555555555555
