,metric_TLuseoutofclass,metric_Gender,metric_postsojournOPI,metric_presojournOPI,metric_level gained,metric_FLcumulativecompetence,metric_general_cumulativecompet,context_learningoutofclassminday,psycho_motivationdegree,psycho_proficiencyingroup_BAL1,interact_classmates,interaction_groupintegration,improv_reading,improv_writing,improv_overall,improv_pron,improv_listening,improv_voc,improv_cult,improv_gmr,in_degree_weighted,in_degree,out_degree_weighted,out_degree,degree_weighted,degree,betweenness_weighted,betweenness,closeness,pagerank_weighhted,pagerank,voterank,clustering_coefficient
1,0.34210526315789475,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,6.0,12.0,0.08333333333333333,1.0,0.3333333333333333,0.3,1.0,0.8,0.8,1.0,1.0,1.0,0.6,1.0,0.8,0.2,1,0.0,0,0.2,1,0.0,0.0,0.13655761024182078,0.012259743792552324,0.01612155062869634,,0.0
2,0.8571428571428571,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,3.0,9.0,0.0625,0.8,0.6666666666666666,0.33,0.8,0.6,0.6,0.6,0.4,0.6,0.6,0.8,0.6,1.0,2,0.2,1,1.2,3,0.0035561877667140826,0.0035561877667140826,0.08223684210526315,0.013826863226202045,0.016321166318902892,17.0,0.0
3,1.0,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,6.0,12.0,0.08333333333333333,0.8,0.6666666666666666,0.75,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,2.8000000000000003,4,0.6,1,3.4000000000000004,5,0.021337126600284497,0.02181128496917971,0.22453310696095077,0.03744364346893256,0.03220602380090753,,0.2777777777777778
4,0.3333333333333333,female,0.6363636363636364,0.6363636363636364,0.0,3.0,9.0,0.1388888888888889,0.8,1.0,0.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.4,2.2,3,0.0,0,2.2,3,0.0,0.0,0.18074031231925972,0.028593200041849502,0.029135159772096058,,0.0
5,0.4,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,5.0,11.0,0.125,0.8,0.6666666666666666,0.7,1.0,0.6,0.8,0.6,0.6,1.0,0.4,1.0,0.6,1.4,2,1.6,2,3.0,4,0.01635846372688478,0.06282598387861547,0.13515585079202863,0.015117808052410649,0.014067465280498724,10.0,0.0
6,0.25,female,0.6363636363636364,0.45454545454545453,0.18181818181818182,8.0,14.0,0.0625,1.0,0.6666666666666666,0.6,0.2,0.6,1.0,0.8,0.6,0.8,0.8,1.0,0.6,2.4000000000000004,3,0.0,0,2.4000000000000004,3,0.0,0.0,0.08421052631578947,0.025958206340078914,0.021420224204078363,,0.8333333333333334
7,0.3333333333333333,male,0.6363636363636364,0.45454545454545453,0.18181818181818182,6.0,12.0,0.1736111111111111,1.0,0.6666666666666666,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.8,0.4,0.4,1.0,1,1.0,1,2.0,2,0.0,0.0,0.1166480029861889,0.07215035256615346,0.07078697464239837,,0.0
9,0.972972972972973,female,0.45454545454545453,0.36363636363636365,0.09090909090909091,3.0,9.0,0.1388888888888889,0.8,0.6666666666666666,0.5,0.6,0.6,0.4,0.6,0.4,0.6,0.8,0.8,0.4,1.4,2,2.8,4,4.199999999999999,6,0.0017780938833570413,0.0056306306306306295,0.13010329562223316,0.029047777707632224,0.024076073017727306,11.0,0.5384615384615384
10,,female,0.7272727272727273,0.6363636363636364,0.09090909090909091,7.0,13.0,0.10416666666666667,,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.6,1.0,0.8,0.6,1.0,2,0.4,1,1.4,3,0.08238501659554291,0.07254623044096728,0.16187270501835985,0.018138196481559826,0.020600215377256252,,0.16666666666666666
11,0.6,male,0.6363636363636364,0.45454545454545453,0.18181818181818182,12.0,18.0,0.08333333333333333,,0.6666666666666666,0.75,0.8,0.6,0.6,0.4,0.4,0.6,0.6,0.6,0.2,3.0,4,0.0,0,3.0,4,0.0,0.0,0.14178765880217786,0.03011671623227117,0.024258083218680983,,0.16666666666666666
12,0.42857142857142855,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,6.0,12.0,0.06944444444444445,1.0,0.3333333333333333,0.33,1.0,0.6,1.0,0.8,1.0,1.0,0.8,1.0,1.0,0.2,1,3.0,5,3.2,6,0.1428402086296823,0.1287339971550498,0.16377708978328173,0.011252221396374591,0.015061443180529134,3.0,0.03333333333333333
13,0.6666666666666666,male,0.7272727272727273,0.6363636363636364,0.09090909090909091,10.0,16.0,0.20833333333333334,0.4,1.0,0.02,0.4,0.6,0.6,0.4,0.4,0.8,0.6,0.2,0.4,1.0,1,3.0,5,4.0,6,0.00604551920341394,0.010905642484589854,0.11136842105263157,0.01704460923743687,0.014945043350921953,16.0,0.07142857142857142
14,,male,0.6363636363636364,0.5454545454545454,0.09090909090909091,11.0,17.0,,,,,,,,,,,,,,0.4,1,0.0,0,0.4,1,0.0,0.0,0.14860681114551083,0.011049521410366931,0.013356583976678854,,0.0
16,0.23076923076923078,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,3.0,9.0,0.020833333333333332,0.6,0.3333333333333333,0.7,0.8,0.8,0.6,0.4,0.2,0.4,0.8,0.8,0.4,0.4,1,0.0,0,0.4,1,0.0,0.0,0.02631578947368421,0.011202105764083764,0.012776991303357577,,0.0
17,0.25,female,0.45454545454545453,0.36363636363636365,0.09090909090909091,7.5,13.5,0.0625,0.4,0.6666666666666666,0.8,0.6,0.6,0.6,0.4,0.4,0.4,0.6,0.4,0.4,1.6,2,0.0,0,1.6,2,0.0,0.0,0.15157894736842104,0.015274810399700169,0.015261942974993909,,0.0
18,0.6923076923076923,female,0.6363636363636364,0.6363636363636364,0.0,3.0,9.0,0.08333333333333333,0.8,0.6666666666666666,0.13,0.4,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.6,1.8,2,2.4000000000000004,4,4.2,6,0.051446183025130404,0.05346135609293504,0.14351600651112317,0.027581767446388163,0.025797060851108427,5.0,0.23076923076923078
19,0.5,female,0.6363636363636364,0.5454545454545454,0.09090909090909091,5.0,11.0,0.0625,0.4,0.3333333333333333,0.7,1.0,0.2,0.4,0.2,0.0,0.2,0.0,0.6,0.0,1.2,2,2.0,3,3.2,5,0.002844950213371266,0.002844950213371266,0.05921052631578947,0.018660033900054548,0.016691022204359893,19.0,0.5
20,0.3333333333333333,female,0.5454545454545454,0.36363636363636365,0.18181818181818182,3.0,9.0,0.1111111111111111,0.8,,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.2,0.6,1,2.5999999999999996,4,3.1999999999999997,5,0.12102892366050262,0.06578947368421052,0.1513157894736842,0.01511567755165258,0.01698980578406194,4.0,0.2
21,0.3333333333333333,female,0.7272727272727273,0.6363636363636364,0.09090909090909091,10.0,16.0,0.0625,0.8,0.3333333333333333,0.4,0.8,0.8,0.8,0.8,0.6,0.6,0.6,1.0,0.4,1.8,2,1.0,1,2.8,3,0.017069701280227598,0.017069701280227598,0.1405757984705353,0.0742960558325911,0.0727302534495344,13.0,0.0
22,0.25,female,0.5454545454545454,0.45454545454545453,0.09090909090909091,5.0,14.0,0.10416666666666667,1.0,0.6666666666666666,0.66,0.8,0.8,0.6,0.6,1.0,1.0,0.8,0.8,0.6,1.6,4,1.6,2,3.2,6,0.14532954006638218,0.10075865339023235,0.18317174515235457,0.022985457112787298,0.02996888976492406,,0.15384615384615385
23,1.0,female,0.6363636363636364,0.5454545454545454,0.09090909090909091,8.0,14.0,0.1388888888888889,0.8,1.0,,,0.6,0.4,0.6,0.6,0.8,0.4,0.8,0.6,1.0,2,0.0,0,1.0,2,0.0,0.0,0.11750305997552019,0.020665353599317007,0.022037089187544122,,1.0
24,1.0,male,0.7272727272727273,0.5454545454545454,0.18181818181818182,3.0,9.0,0.08333333333333333,0.6,0.6666666666666666,0.6,0.8,0.6,0.2,0.6,0.6,1.0,0.8,0.8,0.4,3.5999999999999996,4,2.2,4,5.8,8,0.031650071123755334,0.05683973447131342,0.1600120992135511,0.04201354906957699,0.033671031258072914,7.0,0.28
25,0.7692307692307693,male,0.7272727272727273,0.5454545454545454,0.18181818181818182,8.0,14.0,0.020833333333333332,1.0,0.3333333333333333,0.25,0.8,0.6,0.4,0.8,1.0,1.0,0.6,1.0,0.4,1.7999999999999998,3,2.0,3,3.8,6,0.13632053105737316,0.1374466571834993,0.18812233285917496,0.024123808826297537,0.031292494401017355,18.0,0.03571428571428571
