,metric_TLuseoutofclass,metric_Gender,metric_postsojournOPI,metric_presojournOPI,metric_level gained,metric_FLcumulativecompetence,metric_general_cumulativecompet,context_learningoutofclassminday,psycho_motivationdegree,psycho_proficiencyingroup_BAL1,interact_classmates,interaction_groupintegration,improv_reading,improv_writing,improv_overall,improv_pron,improv_listening,improv_voc,improv_cult,improv_gmr,in_degree_weighted,in_degree,out_degree_weighted,out_degree,degree_weighted,degree,betweenness_weighted,betweenness,closeness,pagerank_weighhted,pagerank,voterank,clustering_coefficient
1,0.75,male,0.7272727272727273,0.5454545454545454,0.18181818181818182,15.0,21.0,0.041666666666666664,1.0,0.3333333333333333,0.8,0.8,1.0,0.8,0.8,0.4,,1.0,0.6,1.0,2.0,2,0.0,0,2.0,2,0.0,0.0,0.06451612903225806,0.022636512743114248,0.019791463851036493,,0.5
2,1.0,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,6.0,12.0,0.16666666666666666,0.8,0.6666666666666666,0.6,0.8,0.8,0.2,0.4,0.6,,0.6,1.0,0.0,3.0,4,2.0,3,5.0,7,0.024731182795698924,0.024731182795698924,0.14369501466275658,0.06374658473141788,0.05578316317854888,1.0,0.1
3,1.0,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,3.0,9.0,0.0625,0.8,0.6666666666666666,0.2,0.6,0.8,0.6,0.8,0.6,,1.0,0.8,0.2,0.0,0,0.4,1,0.4,1,0.0,0.0,0.0,0.011883287597578946,0.011870691645277544,8.0,0.0
4,0.15789473684210525,female,0.5454545454545454,0.45454545454545453,0.09090909090909091,6.0,12.0,0.125,0.8,1.0,0.85,0.8,0.6,0.8,0.8,0.6,,1.0,1.0,0.2,0.0,0,1.6,2,1.6,2,0.0,0.0,0.0,0.011883287597578946,0.011870691645277544,4.0,0.0
5,0.2727272727272727,male,0.6363636363636364,0.6363636363636364,0.0,3.0,9.0,0.125,1.0,0.6666666666666666,0.7,0.8,1.0,0.6,0.8,0.6,,0.6,1.0,0.8,1.8,2,0.0,0,1.8,2,0.0,0.0,0.06451612903225806,0.02813651616538104,0.02818311793333415,,0.5
6,0.5,female,0.5454545454545454,0.45454545454545453,0.09090909090909091,5.0,11.0,0.125,0.8,0.6666666666666666,0.6,0.4,0.6,0.8,0.6,0.6,,0.8,1.0,0.4,0.8,1,1.0,1,1.8,2,0.0,0.0,0.09297912713472485,0.03355740017268793,0.027676072975945827,,0.0
7,0.5,male,0.6363636363636364,0.45454545454545453,0.18181818181818182,8.0,14.0,0.1388888888888889,1.0,0.6666666666666666,0.6,0.6,1.0,0.8,0.8,0.6,,0.8,1.0,0.6,2.6,3,1.0,1,3.6,4,0.001075268817204301,0.001075268817204301,0.0967741935483871,0.12873987894787287,0.130941419656818,14.0,0.2
8,0.4,female,0.6363636363636364,0.45454545454545453,0.18181818181818182,6.0,12.0,0.041666666666666664,0.4,0.6666666666666666,0.5,0.8,0.6,0.4,0.6,0.6,,0.8,0.8,0.4,0.6,1,1.6,2,2.2,3,0.0,0.0,0.03225806451612903,0.013903461172756383,0.013888721191505521,13.0,0.3333333333333333
9,1.0,female,0.7272727272727273,0.36363636363636365,0.36363636363636365,8.5,14.5,0.16666666666666666,0.6,0.6666666666666666,0.7,0.6,0.8,0.8,0.6,0.6,,0.6,0.8,0.4,0.8,1,0.2,1,1.0,2,0.002150537634408602,0.002150537634408602,0.03225806451612903,0.016372562209084365,0.01691576551084749,10.0,0.0
10,1.0,female,0.45454545454545453,0.36363636363636365,0.09090909090909091,3.0,9.0,0.06944444444444445,1.0,1.0,0.8,0.8,0.2,0.8,0.8,0.6,,0.6,0.8,0.4,0.2,1,1.0,1,1.2,2,0.002150537634408602,0.002150537634408602,0.04301075268817204,0.025800072858272346,0.02624918334622257,11.0,0.0
11,0.5,male,0.6363636363636364,0.5454545454545454,0.09090909090909091,13.5,19.5,0.0625,0.6,0.6666666666666666,0.75,0.6,0.4,0.8,0.6,0.6,,0.8,0.8,0.4,0.6,1,0.0,0,0.6,1,0.0,0.0,0.07741935483870968,0.020985158350504778,0.02513411000990418,,0.0
12,1.0,male,0.7272727272727273,0.6363636363636364,0.09090909090909091,7.0,13.0,0.0625,1.0,0.3333333333333333,0.6,1.0,0.4,0.4,0.6,0.8,,0.8,0.2,0.6,0.8,1,0.0,0,0.8,1,0.0,0.0,0.03225806451612903,0.015556330461537924,0.015234074222324175,,0.0
14,0.5454545454545454,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,6.0,12.0,0.08333333333333333,1.0,0.6666666666666666,0.3,0.6,0.8,0.8,0.6,0.4,,0.8,1.0,0.2,0.0,0,3.0,5,3.0,5,0.0,0.0,0.0,0.011883287597578946,0.011870691645277544,0.0,0.15
16,0.2857142857142857,male,0.6363636363636364,0.5454545454545454,0.09090909090909091,11.0,17.0,0.08333333333333333,0.8,0.3333333333333333,0.7,1.0,0.8,0.6,0.8,0.6,,1.0,0.8,0.4,1.4,2,2.4000000000000004,3,3.8000000000000003,5,0.016129032258064516,0.016129032258064516,0.08960573476702509,0.042831820686352565,0.046811610521109714,3.0,0.0
19,0.2727272727272727,female,0.5454545454545454,0.45454545454545453,0.09090909090909091,3.0,9.0,0.16666666666666666,0.8,0.6666666666666666,0.7,0.8,0.4,0.6,0.4,0.4,,0.6,0.8,0.4,0.2,1,1.8,2,2.0,3,0.008602150537634409,0.0032258064516129032,0.10865874363327672,0.01730181574135619,0.027676072975945827,12.0,0.3333333333333333
20,0.4,female,0.45454545454545453,0.36363636363636365,0.09090909090909091,7.5,13.5,0.1736111111111111,0.6,0.3333333333333333,0.7,0.6,0.6,0.6,0.4,0.4,,0.6,0.8,0.2,0.0,0,1.8,2,1.8,2,0.0,0.0,0.0,0.011883287597578946,0.011870691645277544,5.0,1.0
21,1.0,female,0.6363636363636364,0.6363636363636364,0.0,3.0,9.0,0.09722222222222222,0.6,0.6666666666666666,0.7,0.6,0.8,0.6,0.8,0.6,,0.6,1.0,0.4,2.0,2,1.0,1,3.0,3,0.0,0.0,0.07258064516129031,0.12692955081425042,0.12820240333529917,,0.5
