,metric_TLuseoutofclass,metric_Gender,metric_postsojournOPI,metric_presojournOPI,metric_level gained,metric_FLcumulativecompetence,metric_general_cumulativecompet,context_learningoutofclassminday,psycho_motivationdegree,psycho_proficiencyingroup_BAL1,interact_classmates,interaction_groupintegration,improv_reading,improv_writing,improv_overall,improv_pron,improv_listening,improv_voc,improv_cult,improv_gmr,in_degree_weighted,in_degree,out_degree_weighted,out_degree,degree_weighted,degree,betweenness_weighted,betweenness,closeness,pagerank_weighhted,pagerank,voterank,clustering_coefficient
1,0.34210526315789475,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,6.0,12.0,0.08333333333333333,1.0,0.3333333333333333,0.3,1.0,0.8,0.8,1.0,1.0,1.0,0.6,1.0,0.8,1.5999999999999999,3,0.0,0,1.5999999999999999,3,0.0,0.0,0.25803571428571426,0.01178928956286946,0.015039612998881135,,0.3333333333333333
2,0.8571428571428571,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,3.0,9.0,0.0625,0.8,0.6666666666666666,0.33,0.8,0.6,0.6,0.6,0.4,0.6,0.6,0.8,0.6,3.1999999999999997,7,3.0,5,6.199999999999999,12,0.11693376068376067,0.06469146238377006,0.24977064220183487,0.027905203489070305,0.03027385125957998,0.0,0.3709677419354839
3,1.0,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,6.0,12.0,0.08333333333333333,0.8,0.6666666666666666,0.75,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,3.8000000000000003,6,3.0,5,6.800000000000001,11,0.1233511396011396,0.08378332315832315,0.3679054054054054,0.0419303001598727,0.03611282157820215,1.0,0.37254901960784315
4,0.3333333333333333,female,0.6363636363636364,0.6363636363636364,0.0,3.0,9.0,0.1388888888888889,0.8,1.0,0.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.4,2.6,4,2.4000000000000004,3,5.0,7,0.02665598290598291,0.024384157509157508,0.26691176470588235,0.018257557474412534,0.020617426284808813,23.0,0.2
5,0.4,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,5.0,11.0,0.125,0.8,0.6666666666666666,0.7,1.0,0.6,0.8,0.6,0.6,1.0,0.4,1.0,0.6,2.4,4,2.8,4,5.199999999999999,8,0.016826923076923076,0.02015491452991453,0.24749999999999997,0.018096891418011737,0.022098888608204144,18.0,0.24
6,0.25,female,0.6363636363636364,0.45454545454545453,0.18181818181818182,8.0,14.0,0.0625,1.0,0.6666666666666666,0.6,0.2,0.6,1.0,0.8,0.6,0.8,0.8,1.0,0.6,4.4,5,3.0,5,7.4,10,0.0,0.0178428195735888,0.22499999999999998,0.03421697863147047,0.02656303966050945,19.0,0.6341463414634146
7,0.3333333333333333,male,0.6363636363636364,0.45454545454545453,0.18181818181818182,6.0,12.0,0.1736111111111111,1.0,0.6666666666666666,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.8,0.4,0.4,2.8,3,1.0,1,3.8,4,0.0,0.0016987179487179486,0.21719858156028368,0.07073854192199544,0.06835512653614267,24.0,0.2
8,0.25,female,0.7272727272727273,0.36363636363636365,0.36363636363636365,8.5,14.5,0.05555555555555555,0.8,0.6666666666666666,0.7,0.8,0.4,0.8,0.8,0.6,0.6,0.8,1.0,0.2,1.8,2,2.8,4,4.6,6,0.0,0.0,0.1802980132450331,0.010550458699010782,0.009590170851387862,8.0,0.4
9,0.972972972972973,female,0.45454545454545453,0.36363636363636365,0.09090909090909091,3.0,9.0,0.1388888888888889,0.8,0.6666666666666666,0.5,0.6,0.6,0.4,0.6,0.4,0.6,0.8,0.8,0.4,2.8,4,3.0,5,5.8,9,0.012805250305250307,0.012863247863247865,0.20018382352941175,0.0263448842894346,0.023037743947452557,2.0,0.6212121212121212
10,,female,0.7272727272727273,0.6363636363636364,0.09090909090909091,7.0,13.0,0.10416666666666667,,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.6,1.0,0.8,0.6,2.2,4,3.0,5,5.2,9,0.0935164835164835,0.08106227106227105,0.24749999999999997,0.024763761966727454,0.02545828208152386,26.0,0.3235294117647059
