,metric_TLuseoutofclass,metric_Gender,metric_postsojournOPI,metric_presojournOPI,metric_level gained,metric_FLcumulativecompetence,metric_general_cumulativecompet,context_learningoutofclassminday,psycho_motivationdegree,psycho_proficiencyingroup_BAL1,interact_classmates,interaction_groupintegration,improv_reading,improv_writing,improv_overall,improv_pron,improv_listening,improv_voc,improv_cult,improv_gmr,in_degree_weighted,in_degree,out_degree_weighted,out_degree,degree_weighted,degree,betweenness_weighted,betweenness,closeness,pagerank_weighhted,pagerank,voterank,clustering_coefficient
1,0.34210526315789475,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,6.0,12.0,0.08333333333333333,1.0,0.3333333333333333,0.3,1.0,0.8,0.8,1.0,1.0,1.0,0.6,1.0,0.8,20,5,0,0,20,5,0.0,0.0,0.22576610381488432,0.023286673790314787,0.022898613740764726,,0.65
2,0.8571428571428571,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,3.0,9.0,0.0625,0.8,0.6666666666666666,0.33,0.8,0.6,0.6,0.6,0.4,0.6,0.6,0.8,0.6,17,4,32,9,49,13,0.0019118308591992799,0.0014282501124606387,0.18461538461538463,0.020037655403221884,0.01919125148535209,6.0,0.5
3,1.0,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,6.0,12.0,0.08333333333333333,0.8,0.6666666666666666,0.75,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,7,2,65,17,72,19,0.1325910931174089,0.12849591928539297,0.16954474097331243,0.01988711964824247,0.020590825476651548,0.0,0.05325443786982249
4,0.3333333333333333,female,0.6363636363636364,0.6363636363636364,0.0,3.0,9.0,0.1388888888888889,0.8,1.0,0.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.4,0,0,5,1,5,1,0.0,0.0,0.0,0.01044006498493013,0.010498093542609421,,0.0
5,0.4,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,5.0,11.0,0.125,0.8,0.6666666666666666,0.7,1.0,0.6,0.8,0.6,0.6,1.0,0.4,1.0,0.6,8,2,15,3,23,5,0.0,0.006072874493927126,0.14463141025641024,0.013207230208884764,0.013487404804793948,8.0,0.3
6,0.25,female,0.6363636363636364,0.45454545454545453,0.18181818181818182,8.0,14.0,0.0625,1.0,0.6666666666666666,0.6,0.2,0.6,1.0,0.8,0.6,0.8,0.8,1.0,0.6,16,4,5,1,21,5,0.001349527665317139,0.0019118308591992799,0.19694489907255863,0.019544756104633798,0.01872945868010779,15.0,0.6
7,0.3333333333333333,male,0.6363636363636364,0.45454545454545453,0.18181818181818182,6.0,12.0,0.1736111111111111,1.0,0.6666666666666666,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.8,0.4,0.4,13,3,12,3,25,6,0.020242914979757085,0.017937471884840305,0.15384615384615385,0.040413233372416736,0.03938067729525755,,0.6666666666666666
8,0.25,female,0.7272727272727273,0.36363636363636365,0.36363636363636365,8.5,14.5,0.05555555555555555,0.8,0.6666666666666666,0.7,0.8,0.4,0.8,0.8,0.6,0.6,0.8,1.0,0.2,8,2,5,1,13,3,0.0,0.00022492127755285648,0.18512820512820513,0.013263697728129163,0.013347607091095472,18.0,0.16666666666666666
9,0.972972972972973,female,0.45454545454545453,0.36363636363636365,0.09090909090909091,3.0,9.0,0.1388888888888889,0.8,0.6666666666666666,0.5,0.6,0.6,0.4,0.6,0.4,0.6,0.8,0.8,0.4,19,6,19,5,38,11,0.04757085020242915,0.05628494312704838,0.25961538461538464,0.03412074619503977,0.03711299094852296,7.0,0.1509433962264151
10,,female,0.7272727272727273,0.6363636363636364,0.09090909090909091,7.0,13.0,0.10416666666666667,,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.6,1.0,0.8,0.6,17,5,31,10,48,15,0.13708951866846603,0.12095141700404857,0.23076923076923078,0.052690995896583326,0.05295246835843326,2.0,0.09900990099009901
