,metric_TLuseoutofclass,metric_Gender,metric_postsojournOPI,metric_presojournOPI,metric_level gained,metric_FLcumulativecompetence,metric_general_cumulativecompet,context_learningoutofclassminday,psycho_motivationdegree,psycho_proficiencyingroup_BAL1,interact_classmates,interaction_groupintegration,improv_reading,improv_writing,improv_overall,improv_pron,improv_listening,improv_voc,improv_cult,improv_gmr,in_degree_weighted,in_degree,out_degree_weighted,out_degree,degree_weighted,degree,betweenness_weighted,betweenness,closeness,pagerank_weighhted,pagerank,voterank,clustering_coefficient
1,0.8,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,6.0,12.0,0.08333333333333333,1.0,0.3333333333333333,0.7,0.8,0.6,0.6,0.8,0.6,1.0,1.0,1.0,0.8,19,5,10,2,29,7,0.0,0.0,0.23028995926192183,0.014284498546016395,0.014638856143114061,,0.775
2,0.9473684210526315,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,3.0,9.0,0.14583333333333334,0.8,0.6666666666666666,0.7,,0.6,0.6,0.4,0.6,0.4,0.6,0.8,0.4,19,4,26,7,45,11,0.004723346828609986,0.010110211426000897,0.19101570264360962,0.013151773147799767,0.012226701812493572,19.0,0.5673076923076923
3,1.0,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,6.0,12.0,0.125,0.8,0.6666666666666666,0.5,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.8,9,3,62,16,71,19,0.2165991902834008,0.1984673221515326,0.2514390371533229,0.026522474827515984,0.031167478008341677,0.0,0.13988095238095238
4,0.2,female,0.6363636363636364,0.6363636363636364,0.0,3.0,9.0,0.0625,0.6,1.0,0.9,0.8,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0,0,24,7,24,7,0.0,0.0,0.0,0.006295346109177289,0.006348344872107885,4.0,0.07142857142857142
5,0.5555555555555556,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,5.0,11.0,0.20833333333333334,1.0,0.6666666666666666,0.6,1.0,0.8,1.0,1.0,0.6,0.6,1.0,1.0,0.8,9,2,15,3,24,5,0.020917678812415654,0.020917678812415654,0.20197562000840688,0.008864641501655703,0.00908333856444641,10.0,0.2
6,0.3333333333333333,female,0.6363636363636364,0.45454545454545453,0.18181818181818182,8.0,14.0,0.08333333333333333,0.8,1.0,0.5,0.4,0.6,0.8,0.6,0.6,0.8,0.4,1.0,0.4,23,5,5,1,28,6,0.0006747638326585695,0.002294197031039136,0.23467643467643468,0.015140447859840207,0.014638856143114061,,0.6333333333333333
7,0.3333333333333333,male,0.6363636363636364,0.45454545454545453,0.18181818181818182,6.0,12.0,0.24305555555555555,1.0,0.3333333333333333,0.75,0.6,0.8,0.6,0.6,0.6,0.4,0.8,0.4,0.4,14,3,0,0,14,3,0.0,0.0,0.21521647751155948,0.01674143771400115,0.015837027768127763,,0.3333333333333333
8,0.21052631578947367,female,0.7272727272727273,0.36363636363636365,0.36363636363636365,8.5,14.5,0.052083333333333336,0.8,1.0,0.75,0.6,0.2,0.8,0.8,0.6,0.4,0.6,1.0,0.0,18,5,16,4,34,9,0.06106612685560054,0.04976302936829253,0.28001165501165504,0.0325405669332253,0.036230738479557656,,0.5303030303030303
9,0.9473684210526315,female,0.45454545454545453,0.36363636363636365,0.09090909090909091,3.0,9.0,0.125,0.6,0.6666666666666666,0.6,0.8,0.6,0.6,0.6,0.6,0.4,0.8,0.8,0.4,21,5,12,4,33,9,0.007838506522717049,0.00832208726945569,0.2649572649572649,0.017764277079107955,0.017581758570266136,23.0,0.37142857142857144
10,,female,0.7272727272727273,0.6363636363636364,0.09090909090909091,7.0,13.0,0.1388888888888889,1.0,1.0,0.75,0.8,0.6,1.0,0.6,0.8,0.6,0.8,0.8,0.8,21,6,26,7,47,13,0.07747413405308143,0.06901709401709401,0.28001165501165504,0.028772377167362605,0.034606179890329374,3.0,0.23648648648648649
