,metric_TLuseoutofclass,metric_Gender,metric_postsojournOPI,metric_presojournOPI,metric_level gained,metric_FLcumulativecompetence,metric_general_cumulativecompet,context_learningoutofclassminday,psycho_motivationdegree,psycho_proficiencyingroup_BAL1,interact_classmates,interaction_groupintegration,improv_reading,improv_writing,improv_overall,improv_pron,improv_listening,improv_voc,improv_cult,improv_gmr,in_degree_weighted,in_degree,out_degree_weighted,out_degree,degree_weighted,degree,betweenness_weighted,betweenness,closeness,pagerank_weighhted,pagerank,voterank,clustering_coefficient
1,0.8,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,6.0,12.0,0.08333333333333333,1.0,0.3333333333333333,0.7,0.8,0.6,0.6,0.8,0.6,1.0,1.0,1.0,0.8,25,5,7,2,32,7,0.0,0.0,0.23028995926192183,0.014117570353682128,0.014638856143114061,,0.775
2,0.9473684210526315,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,3.0,9.0,0.14583333333333334,0.8,0.6666666666666666,0.7,,0.6,0.6,0.4,0.6,0.4,0.6,0.8,0.4,14,4,24,7,38,11,0.024291497975708502,0.010110211426000897,0.19101570264360962,0.010408281529508935,0.012226701812493572,19.0,0.5673076923076923
3,1.0,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,6.0,12.0,0.125,0.8,0.6666666666666666,0.5,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.8,14,3,79,16,93,19,0.15215924426450742,0.1984673221515326,0.2514390371533229,0.03342883100292594,0.031167478008341677,0.0,0.13988095238095238
4,0.2,female,0.6363636363636364,0.6363636363636364,0.0,3.0,9.0,0.0625,0.6,1.0,0.9,0.8,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0,0,39,7,39,7,0.0,0.0,0.0,0.006144167671956752,0.006348344872107885,4.0,0.07142857142857142
5,0.5555555555555556,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,5.0,11.0,0.20833333333333334,1.0,0.6666666666666666,0.6,1.0,0.8,1.0,1.0,0.6,0.6,1.0,1.0,0.8,7,2,24,3,31,5,0.020917678812415654,0.020917678812415654,0.20197562000840688,0.008383761895115822,0.00908333856444641,10.0,0.2
6,0.3333333333333333,female,0.6363636363636364,0.45454545454545453,0.18181818181818182,8.0,14.0,0.08333333333333333,0.8,1.0,0.5,0.4,0.6,0.8,0.6,0.6,0.8,0.4,1.0,0.4,20,5,3,1,23,6,0.0067476383265856945,0.002294197031039136,0.23467643467643468,0.012250643909744108,0.014638856143114061,,0.6333333333333333
7,0.3333333333333333,male,0.6363636363636364,0.45454545454545453,0.18181818181818182,6.0,12.0,0.24305555555555555,1.0,0.3333333333333333,0.75,0.6,0.8,0.6,0.6,0.6,0.4,0.8,0.4,0.4,14,3,0,0,14,3,0.0,0.0,0.21521647751155948,0.015152855748188795,0.015837027768127763,,0.3333333333333333
8,0.21052631578947367,female,0.7272727272727273,0.36363636363636365,0.36363636363636365,8.5,14.5,0.052083333333333336,0.8,1.0,0.75,0.6,0.2,0.8,0.8,0.6,0.4,0.6,1.0,0.0,28,5,16,4,44,9,0.02361673414304993,0.04976302936829253,0.28001165501165504,0.040568932737629224,0.036230738479557656,,0.5303030303030303
9,0.9473684210526315,female,0.45454545454545453,0.36363636363636365,0.09090909090909091,3.0,9.0,0.125,0.6,0.6666666666666666,0.6,0.8,0.6,0.6,0.6,0.6,0.4,0.8,0.8,0.4,23,5,22,4,45,9,0.0033738191632928472,0.00832208726945569,0.2649572649572649,0.017268591238717972,0.017581758570266136,23.0,0.37142857142857144
10,,female,0.7272727272727273,0.6363636363636364,0.09090909090909091,7.0,13.0,0.1388888888888889,1.0,1.0,0.75,0.8,0.6,1.0,0.6,0.8,0.6,0.8,0.8,0.8,34,6,27,7,61,13,0.054543409806567696,0.06901709401709401,0.28001165501165504,0.04151781814438945,0.034606179890329374,3.0,0.23648648648648649
11,0.5,male,0.6363636363636364,0.45454545454545453,0.18181818181818182,12.0,18.0,0.10416666666666667,0.6,0.6666666666666666,0.75,0.8,0.6,0.8,0.6,0.6,0.4,0.4,0.8,0.6,22,5,0,0,22,5,0.0,0.0,0.26521626521626523,0.026903939823942645,0.02880801719880663,,0.65
12,,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,6.0,12.0,0.13194444444444445,1.0,0.3333333333333333,0.4,1.0,0.6,0.8,0.6,0.4,0.6,1.0,0.4,0.8,15,3,0,0,15,3,0.0,0.0,0.21346675005211593,0.010759164377742776,0.011656940386970897,,0.3333333333333333
13,0.2857142857142857,male,0.7272727272727273,0.6363636363636364,0.09090909090909091,10.0,16.0,0.125,0.6,0.6666666666666666,0.35,0.6,0.6,0.8,0.6,0.8,0.4,0.8,0.8,,14,3,0,0,14,3,0.0,0.0,0.2706846418186624,0.010140913153837312,0.011921661829251692,,0.0
14,0.4,male,0.6363636363636364,0.5454545454545454,0.09090909090909091,11.0,17.0,0.08333333333333333,0.8,0.6666666666666666,0.35,0.6,0.8,0.8,0.8,0.6,1.0,0.8,1.0,0.4,33,8,34,9,67,17,0.26855600539811064,0.22224792751108544,0.29334554334554336,0.03069527874468737,0.03941849979913228,6.0,0.29770992366412213
15,,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,3.0,9.0,0.125,0.8,0.3333333333333333,0.8,0.8,0.8,0.6,0.6,0.6,0.8,0.4,0.8,0.2,7,2,6,2,13,4,0.002361673414304993,0.007714799820062978,0.20364484000847635,0.007758835246819623,0.008774986702595956,15.0,0.25
16,0.8888888888888888,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,3.0,9.0,0.0763888888888889,0.8,0.3333333333333333,0.65,1.0,0.8,0.8,0.6,0.4,0.8,0.8,0.8,0.6,27,6,21,4,48,10,0.12415654520917678,0.13027440395861448,0.2737891737891738,0.027656302987252558,0.02763901435512685,16.0,0.36046511627906974
17,0.2727272727272727,female,0.45454545454545453,0.36363636363636365,0.09090909090909091,7.5,13.5,0.125,0.4,0.6666666666666666,0.8,0.6,0.4,0.6,0.8,0.4,0.6,0.8,0.6,0.4,10,3,0,0,10,3,0.0,0.0,0.20674338784575005,0.010520750878454872,0.011816897076306628,,0.16666666666666666
18,0.5,female,0.6363636363636364,0.6363636363636364,0.0,3.0,9.0,0.06944444444444445,0.8,0.6666666666666666,0.2,0.4,0.8,0.8,0.8,0.6,0.8,1.0,0.8,0.6,34,7,16,4,50,11,0.053643724696356275,0.04645186684660369,0.32001332001332,0.03410543461560431,0.03381937695555032,21.0,0.28846153846153844
19,0.6,female,0.6363636363636364,0.5454545454545454,0.09090909090909091,5.0,11.0,0.0625,0.4,1.0,0.7,1.0,0.2,0.6,0.6,0.8,0.2,0.4,0.8,0.6,12,3,28,9,40,12,0.02058029689608637,0.00570336096651886,0.2260644554222536,0.010429923800162017,0.012490855806186994,12.0,0.5238095238095238
20,0.7272727272727273,female,0.5454545454545454,0.36363636363636365,0.18181818181818182,3.0,9.0,0.1111111111111111,0.8,1.0,0.75,,0.6,0.8,0.6,0.6,0.4,0.6,0.8,0.8,21,4,23,7,44,11,0.059041835357624826,0.03547972495340916,0.25403119217552206,0.026628404566984114,0.029789911307007307,7.0,0.3942307692307692
21,0.25,female,0.7272727272727273,0.6363636363636364,0.09090909090909091,10.0,16.0,0.09027777777777778,0.6,0.6666666666666666,0.4,1.0,0.8,0.6,0.8,0.4,0.6,0.6,0.6,0.6,16,4,12,3,28,7,0.025978407557354925,0.01677430756378125,0.27686545664073753,0.01959635163222541,0.02605931743874692,20.0,0.631578947368421
22,0.2,female,0.5454545454545454,0.45454545454545453,0.09090909090909091,5.0,14.0,0.041666666666666664,0.8,1.0,0.7,0.8,0.4,0.6,0.4,0.6,0.8,0.8,0.8,0.6,0,0,18,5,18,5,0.0,0.0,0.0,0.006144167671956752,0.006348344872107885,9.0,0.1
23,1.0,female,0.6363636363636364,0.5454545454545454,0.09090909090909091,8.0,14.0,0.1388888888888889,1.0,1.0,0.7,0.6,0.4,0.6,0.6,0.6,0.4,0.8,0.8,0.8,8,2,25,6,33,8,0.020467836257309944,0.00816464237516869,0.2514390371533229,0.013977091436903871,0.014470265191799385,8.0,0.37037037037037035
24,1.0,male,0.7272727272727273,0.5454545454545454,0.18181818181818182,3.0,9.0,0.1388888888888889,0.6,0.6666666666666666,0.6,0.6,0.8,0.2,0.6,0.6,0.4,0.6,0.6,0.2,15,3,7,2,22,5,0.015519568151147098,0.014844804318488529,0.2514390371533229,0.011721953818446314,0.012256562891999397,22.0,0.16666666666666666
25,0.6666666666666666,male,0.7272727272727273,0.5454545454545454,0.18181818181818182,8.0,14.0,0.013888888888888888,0.8,0.3333333333333333,0.3,0.8,0.8,0.8,0.2,0.6,0.8,0.6,1.0,0.2,21,5,28,6,49,11,0.3475033738191633,0.33639145941777515,0.3242240215924426,0.08283578459787314,0.09532146675128357,14.0,0.52
26,0.9047619047619048,female,0.7272727272727273,0.5454545454545454,0.18181818181818182,12.0,18.0,0.125,0.4,0.6666666666666666,,0.6,0.8,0.6,0.6,0.8,0.8,0.8,0.6,0.2,19,4,6,1,25,5,0.022267206477732792,0.023060857271383586,0.3042101930990819,0.10554300677300735,0.08027460325951408,,0.2222222222222222
27,0.4,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,6.0,12.0,0.1388888888888889,0.8,,0.3,0.6,0.8,0.8,0.6,0.4,0.6,0.6,0.6,0.4,15,4,7,1,22,5,0.02294197031039136,0.03115802326328642,0.21426978818283166,0.012194601463718393,0.013583569750992786,,0.15
28,0.3333333333333333,male,0.6363636363636364,0.45454545454545453,0.18181818181818182,5.0,11.0,0.06944444444444445,1.0,0.3333333333333333,0.18,0.6,1.0,0.8,0.8,0.4,0.8,0.6,0.8,0.8,16,4,57,12,73,16,0.04577147998200629,0.034290855343486935,0.22815764482431147,0.01214717371152408,0.01367053512546169,2.0,0.3076923076923077
30,0.25,male,0.8181818181818182,0.5454545454545454,0.2727272727272727,10.0,16.0,0.1875,0.6,0.6666666666666666,0.6,0.8,0.8,0.4,0.6,0.8,0.8,0.6,0.8,0.2,31,6,8,1,39,7,0.0,0.004262258209626631,0.23693293885601577,0.02170084996675685,0.020860321916036043,,0.5952380952380952
31,0.3333333333333333,female,0.6363636363636364,0.5454545454545454,0.09090909090909091,8.0,14.0,0.041666666666666664,1.0,0.6666666666666666,0.6,0.6,0.6,0.6,,0.8,0.4,0.6,0.6,0.6,23,5,5,1,28,6,0.014844804318488529,0.00879442195231669,0.24157868275515332,0.012628928340108998,0.013925050346173595,,0.4
32,1.0,male,0.6363636363636364,0.45454545454545453,0.18181818181818182,9.0,15.0,0.041666666666666664,0.2,0.3333333333333333,0.9,0.6,0.6,0.2,0.6,0.4,0.0,0.6,0.2,0.0,24,5,11,2,35,7,0.001349527665317139,0.0070119208277103,0.289894419306184,0.020998095007190305,0.02113948950362341,,0.45
33,0.9230769230769231,male,0.8181818181818182,0.5454545454545454,0.2727272727272727,13.0,19.0,0.20833333333333334,0.4,0.3333333333333333,0.7,0.6,0.2,0.4,,0.8,0.4,0.2,0.4,0.2,14,3,11,2,25,5,0.003711201079622132,0.012322472848788636,0.21806217381438617,0.011185385165605279,0.011698868938513764,13.0,0.16666666666666666
34,0.2,male,0.6363636363636364,0.45454545454545453,0.18181818181818182,3.0,9.0,0.1111111111111111,0.8,0.6666666666666666,0.75,1.0,0.4,0.6,0.6,0.8,0.6,0.6,0.4,0.4,22,5,0,0,22,5,0.0,0.0,0.2735042735042735,0.016839014759560546,0.018500864140073636,,0.2
35,0.4,female,0.45454545454545453,0.36363636363636365,0.09090909090909091,8.0,14.0,0.20833333333333334,1.0,1.0,0.6,0.6,0.4,0.6,0.6,0.2,0.2,0.6,0.6,0.6,23,5,0,0,23,5,0.0,0.0,0.2453870117421519,0.013531965143333765,0.014809932867409389,,0.55
36,0.9285714285714286,male,,,,,,0.10416666666666667,0.8,0.3333333333333333,0.6,0.8,0.8,0.6,0.6,,0.4,0.8,0.6,0.4,19,4,37,6,56,10,0.010458839406207827,0.012887989203778679,0.224009324009324,0.02351425835085894,0.022210658726975568,11.0,0.3333333333333333
37,0.25,female,,,,,,0.08333333333333333,1.0,0.6666666666666666,0.8,0.6,0.4,0.4,0.4,,0.4,0.4,0.4,0.4,16,3,19,4,35,7,0.033400809716599186,0.03760844418739156,0.1925080128205128,0.012213947159409926,0.0131546664810261,18.0,0.21052631578947367
38,0.3,male,,,,,,0.041666666666666664,1.0,1.0,0.35,1.0,0.4,0.8,0.4,,0.2,0.2,0.6,0.8,0,0,30,6,30,6,0.0,0.0,0.0,0.006144167671956752,0.006348344872107885,5.0,0.16666666666666666
