,metric_TLuseoutofclass,metric_Gender,metric_postsojournOPI,metric_presojournOPI,metric_level gained,metric_FLcumulativecompetence,metric_general_cumulativecompet,context_learningoutofclassminday,psycho_motivationdegree,psycho_proficiencyingroup_BAL1,interact_classmates,interaction_groupintegration,improv_reading,improv_writing,improv_overall,improv_pron,improv_listening,improv_voc,improv_cult,improv_gmr,in_degree_weighted,in_degree,out_degree_weighted,out_degree,degree_weighted,degree,betweenness_weighted,betweenness,closeness,pagerank_weighhted,pagerank,voterank,clustering_coefficient
1,0.34210526315789475,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,6.0,12.0,0.08333333333333333,1.0,0.3333333333333333,0.3,1.0,0.8,0.8,1.0,1.0,1.0,0.6,1.0,0.8,23,5,0,0,23,5,0.0,0.0,0.22576610381488432,0.0221118348354348,0.022898613740764726,,0.65
2,0.8571428571428571,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,3.0,9.0,0.0625,0.8,0.6666666666666666,0.33,0.8,0.6,0.6,0.6,0.4,0.6,0.6,0.8,0.6,18,4,41,9,59,13,0.0008996851102114259,0.0014282501124606387,0.18461538461538463,0.018967843332575316,0.01919125148535209,6.0,0.5
3,1.0,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,6.0,12.0,0.08333333333333333,0.8,0.6666666666666666,0.75,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,10,2,95,17,105,19,0.12415654520917678,0.12849591928539297,0.16954474097331243,0.020512495784984187,0.020590825476651548,0.0,0.05325443786982249
4,0.3333333333333333,female,0.6363636363636364,0.6363636363636364,0.0,3.0,9.0,0.1388888888888889,0.8,1.0,0.8,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.4,0,0,3,1,3,1,0.0,0.0,0.0,0.010529103948910093,0.010498093542609421,,0.0
5,0.4,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,5.0,11.0,0.125,0.8,0.6666666666666666,0.7,1.0,0.6,0.8,0.6,0.6,1.0,0.4,1.0,0.6,7,2,12,3,19,5,0.024291497975708502,0.006072874493927126,0.14463141025641024,0.013025694392049186,0.013487404804793948,8.0,0.3
6,0.25,female,0.6363636363636364,0.45454545454545453,0.18181818181818182,8.0,14.0,0.0625,1.0,0.6666666666666666,0.6,0.2,0.6,1.0,0.8,0.6,0.8,0.8,1.0,0.6,21,4,4,1,25,5,0.002361673414304993,0.0019118308591992799,0.19694489907255863,0.01931503144929512,0.01872945868010779,15.0,0.6
7,0.3333333333333333,male,0.6363636363636364,0.45454545454545453,0.18181818181818182,6.0,12.0,0.1736111111111111,1.0,0.6666666666666666,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.8,0.4,0.4,11,3,13,3,24,6,0.022604588394062076,0.017937471884840305,0.15384615384615385,0.04106920768034151,0.03938067729525755,,0.6666666666666666
8,0.25,female,0.7272727272727273,0.36363636363636365,0.36363636363636365,8.5,14.5,0.05555555555555555,0.8,0.6666666666666666,0.7,0.8,0.4,0.8,0.8,0.6,0.6,0.8,1.0,0.2,11,2,5,1,16,3,0.00033738191632928474,0.00022492127755285648,0.18512820512820513,0.013046411868114637,0.013347607091095472,18.0,0.16666666666666666
9,0.972972972972973,female,0.45454545454545453,0.36363636363636365,0.09090909090909091,3.0,9.0,0.1388888888888889,0.8,0.6666666666666666,0.5,0.6,0.6,0.4,0.6,0.4,0.6,0.8,0.8,0.4,28,6,20,5,48,11,0.056477732793522264,0.05628494312704838,0.25961538461538464,0.03628059793752768,0.03711299094852296,7.0,0.1509433962264151
10,,female,0.7272727272727273,0.6363636363636364,0.09090909090909091,7.0,13.0,0.10416666666666667,,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.6,1.0,0.8,0.6,26,5,54,10,80,15,0.14743589743589744,0.12095141700404857,0.23076923076923078,0.05431564852524533,0.05295246835843326,2.0,0.09900990099009901
11,0.6,male,0.6363636363636364,0.45454545454545453,0.18181818181818182,12.0,18.0,0.08333333333333333,,0.6666666666666666,0.75,0.8,0.6,0.6,0.4,0.4,0.6,0.6,0.6,0.2,7,2,0,0,7,2,0.0,0.0,0.2182214948172395,0.029027764045044813,0.02880885179958227,,0.0
12,0.42857142857142855,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,6.0,12.0,0.06944444444444445,1.0,0.3333333333333333,0.33,1.0,0.6,1.0,0.8,1.0,1.0,0.8,1.0,1.0,15,3,0,0,15,3,0.0,0.0,0.15779092702169625,0.01745051000935403,0.017308931218278326,,0.5
13,0.6666666666666666,male,0.7272727272727273,0.6363636363636364,0.09090909090909091,10.0,16.0,0.20833333333333334,0.4,1.0,0.02,0.4,0.6,0.6,0.4,0.4,0.8,0.6,0.2,0.4,10,2,0,0,10,2,0.0,0.0,0.1768346595932803,0.03614007305739743,0.03772533913369133,,0.0
14,,male,0.6363636363636364,0.5454545454545454,0.09090909090909091,11.0,17.0,,,,,,,,,,,,,,18,4,48,10,66,14,0.04401709401709401,0.03622678491099543,0.2076923076923077,0.019745983075941127,0.02141068322673952,3.0,0.3693181818181818
15,0.4,male,0.6363636363636364,0.36363636363636365,0.2727272727272727,3.0,9.0,0.13194444444444445,0.6,0.6666666666666666,0.85,0.6,0.8,0.6,0.4,0.6,0.8,0.4,0.8,0.0,3,1,3,1,6,2,0.0006747638326585695,0.0,0.1361236802413273,0.011079712172846715,0.011527657931905024,,0.5
16,0.23076923076923078,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,3.0,9.0,0.020833333333333332,0.6,0.3333333333333333,0.7,0.8,0.8,0.6,0.4,0.2,0.4,0.8,0.8,0.4,12,2,0,0,12,2,0.0,0.0,0.18512820512820513,0.021531767710241057,0.0215921774595541,,1.0
17,0.25,female,0.45454545454545453,0.36363636363636365,0.09090909090909091,7.5,13.5,0.0625,0.4,0.6666666666666666,0.8,0.6,0.6,0.6,0.4,0.4,0.4,0.6,0.4,0.4,5,1,0,0,5,1,0.0,0.0,0.1361236802413273,0.011446784322137794,0.011527657931905024,,0.0
18,0.6923076923076923,female,0.6363636363636364,0.6363636363636364,0.0,3.0,9.0,0.08333333333333333,0.8,0.6666666666666666,0.13,0.4,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.6,11,2,8,2,19,4,0.0067476383265856945,0.004093567251461988,0.18060200668896323,0.01657677883680778,0.0160288316377272,,0.2
19,0.5,female,0.6363636363636364,0.5454545454545454,0.09090909090909091,5.0,11.0,0.0625,0.4,0.3333333333333333,0.7,1.0,0.2,0.4,0.2,0.0,0.2,0.0,0.6,0.0,19,4,21,7,40,11,0.009829059829059829,0.0007534862798020693,0.18461538461538463,0.01871254902543762,0.01872945868010779,17.0,0.5384615384615384
20,0.3333333333333333,female,0.5454545454545454,0.36363636363636365,0.18181818181818182,3.0,9.0,0.1111111111111111,0.8,,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.2,22,4,10,3,32,7,0.0904183535762483,0.060142343037079875,0.2076923076923077,0.021955937121853876,0.022744665618421218,,0.2
21,0.3333333333333333,female,0.7272727272727273,0.6363636363636364,0.09090909090909091,10.0,16.0,0.0625,0.8,0.3333333333333333,0.4,0.8,0.8,0.8,0.8,0.6,0.6,0.6,1.0,0.4,6,1,6,1,12,2,0.0,0.0,0.1361236802413273,0.011630320396783335,0.011527657931905024,,0.5
22,0.25,female,0.5454545454545454,0.45454545454545453,0.09090909090909091,5.0,14.0,0.10416666666666667,1.0,0.6666666666666666,0.66,0.8,0.8,0.6,0.6,1.0,1.0,0.8,0.8,0.6,5,1,20,5,25,6,0.002699055330634278,0.007872244714349977,0.13186813186813187,0.011446784322137794,0.011527657931905024,4.0,0.2
23,1.0,female,0.6363636363636364,0.5454545454545454,0.09090909090909091,8.0,14.0,0.1388888888888889,0.8,1.0,,,0.6,0.4,0.6,0.6,0.8,0.4,0.8,0.6,0,0,7,1,7,1,0.0,0.0,0.0,0.010529103948910093,0.010498093542609421,,0.0
24,1.0,male,0.7272727272727273,0.5454545454545454,0.18181818181818182,3.0,9.0,0.08333333333333333,0.6,0.6666666666666666,0.6,0.8,0.6,0.2,0.6,0.6,1.0,0.8,0.8,0.4,6,1,6,2,12,3,0.008097165991902834,0.0061291048133153385,0.1567489114658926,0.01565909846358008,0.014999267248431598,13.0,0.0
25,0.7692307692307693,male,0.7272727272727273,0.5454545454545454,0.18181818181818182,8.0,14.0,0.020833333333333332,1.0,0.3333333333333333,0.25,0.8,0.6,0.4,0.8,1.0,1.0,0.6,1.0,0.4,16,3,22,4,38,7,0.020242914979757085,0.05246288798920377,0.18060200668896323,0.01621161559416298,0.017168551344945635,14.0,0.3333333333333333
26,0.875,female,0.7272727272727273,0.5454545454545454,0.18181818181818182,12.0,18.0,0.08333333333333333,0.4,0.6666666666666666,0.75,0.8,0.6,0.4,0.6,0.4,0.6,0.6,0.8,0.0,14,3,8,1,22,4,0.001349527665317139,0.001349527665317139,0.15779092702169625,0.016830801659828438,0.017308931218278326,,0.3333333333333333
27,0.42857142857142855,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,6.0,12.0,0.06944444444444445,1.0,0.3333333333333333,0.18,0.8,1.0,0.8,0.8,1.0,1.0,1.0,1.0,0.8,7,2,9,1,16,3,0.0,0.0006747638326585695,0.15427350427350425,0.017918519857582197,0.01790254004423878,,0.16666666666666666
