,metric_TLuseoutofclass,metric_Gender,metric_postsojournOPI,metric_presojournOPI,metric_level gained,metric_FLcumulativecompetence,metric_general_cumulativecompet,context_learningoutofclassminday,psycho_motivationdegree,psycho_proficiencyingroup_BAL1,interact_classmates,interaction_groupintegration,improv_reading,improv_writing,improv_overall,improv_pron,improv_listening,improv_voc,improv_cult,improv_gmr,in_degree_weighted,in_degree,out_degree_weighted,out_degree,degree_weighted,degree,betweenness_weighted,betweenness,closeness,pagerank_weighhted,pagerank,voterank,clustering_coefficient
3,1.0,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,6.0,12.0,0.125,0.8,0.6666666666666666,0.5,0.6,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.8,0.4,1,0.2,1,0.6000000000000001,2,0.010526315789473684,0.010526315789473684,0.05,0.030125666309019326,0.03174868081596552,,0
5,0.5555555555555556,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,5.0,11.0,0.20833333333333334,1.0,0.6666666666666666,0.6,1.0,0.8,1.0,1.0,0.6,0.6,1.0,1.0,0.8,0.0,0,0.6,1,0.6,1,0.0,0.0,0.0,0.016284139138449037,0.01716144645172301,3.0,0
6,0.3333333333333333,female,0.6363636363636364,0.45454545454545453,0.18181818181818182,8.0,14.0,0.08333333333333333,0.8,1.0,0.5,0.4,0.6,0.8,0.6,0.6,0.8,0.4,1.0,0.4,0.4,1,0.0,0,0.4,1,0.0,0.0,0.08888888888888889,0.020976095865873828,0.0247411243798807,,0
7,0.3333333333333333,male,0.6363636363636364,0.45454545454545453,0.18181818181818182,6.0,12.0,0.24305555555555555,1.0,0.3333333333333333,0.75,0.6,0.8,0.6,0.6,0.6,0.4,0.8,0.4,0.4,0.4,2,0.0,0,0.4,2,0.0,0.0,0.11428571428571428,0.025707109761915967,0.035967610899099015,,0
8,0.21052631578947367,female,0.7272727272727273,0.36363636363636365,0.36363636363636365,8.5,14.5,0.052083333333333336,0.8,1.0,0.75,0.6,0.2,0.8,0.8,0.6,0.4,0.6,1.0,0.0,0.0,0,0.4,1,0.4,1,0.0,0.0,0.0,0.016284139138449037,0.01716144645172301,4.0,0
9,0.9473684210526315,female,0.45454545454545453,0.36363636363636365,0.09090909090909091,3.0,9.0,0.125,0.6,0.6666666666666666,0.6,0.8,0.6,0.6,0.6,0.6,0.4,0.8,0.8,0.4,0.8,1,0.0,0,0.8,1,0.0,0.0,0.05,0.020897981528639135,0.020808255042783635,,0
14,0.4,male,0.6363636363636364,0.5454545454545454,0.09090909090909091,11.0,17.0,0.08333333333333333,0.8,0.6666666666666666,0.35,0.6,0.8,0.8,0.8,0.6,1.0,0.8,1.0,0.4,0.2,1,0.8,1,1.0,2,0.010526315789473684,0.010526315789473684,0.08888888888888889,0.018630117502161432,0.0247411243798807,5.0,0
16,0.8888888888888888,male,0.5454545454545454,0.45454545454545453,0.09090909090909091,3.0,9.0,0.0763888888888889,0.8,0.3333333333333333,0.65,1.0,0.8,0.8,0.6,0.4,0.8,0.8,0.8,0.6,1.6,2,0.0,0,1.6,2,0.0,0.0,0.1,0.04396719347958963,0.04633591518020803,,0
19,0.6,female,0.6363636363636364,0.5454545454545454,0.09090909090909091,5.0,11.0,0.0625,0.4,1.0,0.7,1.0,0.2,0.6,0.6,0.8,0.2,0.4,0.8,0.6,1.0,1,0.0,0,1.0,1,0.0,0.0,0.08888888888888889,0.028014030957011014,0.0247411243798807,,0
20,0.7272727272727273,female,0.5454545454545454,0.36363636363636365,0.18181818181818182,3.0,9.0,0.1111111111111111,0.8,1.0,0.75,,0.6,0.8,0.6,0.6,0.4,0.6,0.8,0.8,0.8,1,0.0,0,0.8,1,0.0,0.0,0.075,0.032109631038899834,0.03592428477298677,,0
