,source,target,direction,intensity,lang_usage
0,1,19,out,4,0
1,1,30,in,5,0
2,1,38,out,0,0
3,1,13,out,0,0
4,1,31,in,4,0
5,1,2,in,3,0
6,1,35,in,3,0
7,1,22,out,0,0
8,1,39,out,3,0
9,1,3,out,3,0
10,1,27,out,1,0
11,1,12,out,1,0
12,1,26,in,2,0
13,1,29,out,1,0
14,1,33,out,0,0
15,1,25,out,1,0
16,1,32,out,0,0
17,1,34,out,2,0
18,1,7,out,3,0
19,1,6,out,2,0
20,1,10,in,4,0
21,1,21,in,3,0
22,1,24,in,4,0
23,1,37,out,0,0
24,1,11,in,1,0
25,1,14,in,5,0
26,1,9,out,1,0
27,1,18,out,3,0
28,1,28,out,1,0
29,1,16,out,0,0
30,1,36,out,0,0
31,1,8,out,5,0
32,1,20,in,3,0
33,1,40,in,1,0
34,1,23,out,1,0
35,1,17,out,2,0
36,1,15,in,3,0
37,2,19,in,5,4
38,2,30,out,4,7
39,2,13,in,0,0
40,2,31,in,4,4
41,2,35,in,4,4
42,2,39,mutual,5,4
43,2,3,out,3,0
44,2,27,in,1,0
45,2,5,in,2,0
46,2,12,in,1,0
47,2,26,out,1,0
48,2,29,out,4,0
49,2,33,in,4,2
50,2,4,in,4,0
51,2,25,in,1,0
52,2,7,out,1,0
53,2,6,out,4,3
54,2,10,out,2,0
55,2,24,in,1,0
56,2,37,in,5,2
57,2,11,out,0,0
58,2,14,in,4,3
59,2,9,out,1,0
60,2,18,out,1,0
61,2,28,out,4,5
62,2,16,out,1,0
63,2,36,in,1,0
64,2,1,out,4,5
65,2,8,out,0,0
66,2,20,out,1,0
67,2,40,mutual,5,8
68,2,23,in,1,0
69,2,15,in,5,0
70,3,19,out,1,8
71,3,30,in,1,3
72,3,38,out,1,8
73,3,13,out,3,3
74,3,31,in,1,5
75,3,2,in,0,1
76,3,35,out,2,6
77,3,22,out,2,8
78,3,27,in,2,8
79,3,5,in,3,8
80,3,12,out,3,6
81,3,26,out,3,8
82,3,29,out,0,8
83,3,33,in,4,7
84,3,4,in,0,5
85,3,25,in,2,4
86,3,32,in,3,5
87,3,34,out,2,7
88,3,7,out,4,7
89,3,6,in,2,4
90,3,10,in,2,4
91,3,21,in,2,6
92,3,24,in,2,6
93,3,37,in,2,6
94,3,11,in,2,3
95,3,14,out,2,4
96,3,9,out,1,8
97,3,18,out,2,8
98,3,28,out,1,4
99,3,16,out,0,5
100,3,36,out,3,3
101,3,1,out,1,8
102,3,8,out,4,2
103,3,20,out,1,3
104,3,41,out,1,2
