,source,target,direction,intensity,lang_usage
0,1,32,out,1,0
1,1,39,out,4,0
2,1,34,in,4,0
3,1,41,out,0,0
4,1,8,out,5,0
5,1,27,out,2,0
6,1,22,out,0,0
7,1,6,out,2,0
8,1,37,out,0,0
9,1,11,out,2,0
10,1,14,in,5,0
11,1,29,out,1,0
12,1,33,out,0,0
13,1,31,in,5,0
14,1,15,out,0,0
15,1,19,out,3,0
16,1,25,in,5,0
17,1,9,out,0,0
18,1,36,out,0,0
19,1,4,out,1,0
20,1,26,out,2,0
21,1,35,out,3,0
22,1,21,out,1,0
23,1,12,out,1,0
24,1,30,in,5,0
25,1,18,out,3,0
26,1,28,out,2,0
27,1,7,out,1,0
28,1,16,out,0,0
29,1,17,out,2,0
30,1,2,in,5,0
31,1,5,in,3,0
32,1,38,out,0,0
33,1,24,in,5,0
34,1,23,out,0,0
35,1,10,out,4,0
36,1,3,out,2,0
37,1,40,out,1,0
38,1,13,out,1,0
39,1,20,out,2,0
40,2,32,in,1,0
41,2,39,in,4,3
42,2,8,out,1,0
43,2,27,out,1,0
44,2,6,out,5,7
45,2,37,in,3,0
46,2,11,in,2,0
47,2,14,in,3,4
48,2,29,out,3,0
49,2,33,in,2,0
50,2,31,in,3,6
51,2,15,in,1,0
52,2,19,in,3,4
53,2,25,in,1,0
54,2,9,in,1,0
55,2,1,out,4,5
56,2,4,in,4,2
57,2,26,out,1,0
58,2,35,in,3,3
59,2,12,out,1,0
60,2,30,in,3,5
61,2,18,out,0,0
62,2,28,in,4,4
63,2,7,out,1,0
64,2,16,out,1,0
65,2,17,out,1,0
66,2,5,in,1,0
67,2,38,out,1,0
68,2,24,in,3,0
69,2,10,out,2,0
70,2,3,in,3,0
71,2,40,in,1,0
72,2,13,in,1,0
73,2,20,out,1,0
74,3,32,in,5,3
75,3,39,out,1,7
76,3,34,in,2,6
77,3,41,out,1,6
78,3,8,out,4,8
79,3,27,in,5,4
80,3,22,out,3,5
81,3,6,in,2,5
82,3,37,in,3,5
83,3,11,in,2,6
84,3,14,in,2,5
85,3,29,in,1,5
86,3,33,out,3,5
87,3,31,out,2,7
88,3,15,in,5,3
89,3,19,in,2,4
90,3,25,out,4,8
91,3,9,out,1,5
92,3,1,out,2,5
93,3,36,in,2,7
94,3,4,in,1,8
95,3,26,out,4,6
96,3,35,in,5,2
97,3,21,out,4,6
98,3,12,out,3,7
99,3,30,out,2,5
100,3,18,out,4,5
101,3,28,out,1,5
102,3,7,out,1,5
103,3,16,out,1,6
104,3,17,out,3,5
105,3,2,in,2,4
106,3,5,in,3,3
107,3,38,out,0,2
108,3,24,in,2,6
109,3,23,out,0,5
110,3,10,in,2,5
111,3,40,out,4,7
112,3,13,out,4,7
113,3,20,out,4,8
114,4,40,mutual,5,3
115,5,32,mutual,5,0
116,5,39,mutual,1,0
117,5,34,mutual,3,0
118,5,41,out,5,5
119,5,8,out,2,0
120,5,27,out,5,0
121,5,22,mutual,5,0
122,5,6,out,1,0
123,5,37,mutual,1,0
124,5,11,in,4,0
125,5,14,in,4,0
126,5,29,mutual,4,0
127,5,33,mutual,3,0
128,5,31,out,1,0
129,5,15,mutual,5,0
130,5,19,in,4,0
131,5,25,mutual,5,0
132,5,9,out,2,0
133,5,1,out,3,0
134,5,36,out,1,0
135,5,4,in,2,0
136,5,26,out,5,3
137,5,35,mutual,3,0
138,5,12,out,5,4
139,5,30,out,2,0
140,5,18,out,4,0
141,5,28,out,3,0
142,5,16,out,1,0
143,5,17,out,2,0
144,5,2,out,2,0
145,5,38,in,2,0
146,5,24,in,3,0
147,5,23,in,3,0
148,5,10,out,4,0
149,5,3,out,5,0
150,5,40,out,5,0
151,5,13,out,5,1
152,5,20,mutual,3,0
153,6,40,mutual,5,4
154,7,34,in,2,0
155,7,41,in,2,0
156,7,27,in,1,0
157,7,37,in,4,5
158,7,11,in,1,0
159,7,14,in,3,0
160,7,33,in,4,5
161,7,15,in,1,0
162,7,25,in,2,0
163,7,9,in,1,0
164,7,21,in,5,2
165,7,17,in,3,0
166,7,38,out,4,3
167,7,40,in,2,0
168,7,20,in,2,0
169,8,40,mutual,5,5
170,9,32,in,4,5
171,9,39,in,3,4
172,9,34,in,4,3
173,9,41,in,5,2
174,9,8,out,2,0
175,9,22,out,1,0
176,9,6,out,1,0
